mass_A
t	y	v
2.553000000E1	2.300710576E-2	3.794443927E-1
2.554000000E1	2.289982487E-2	3.756518061E-1
2.555000000E1	2.289511462E-2	3.680176198E-1
2.556000000E1	2.274278487E-2	3.685071578E-1
2.557000000E1	2.275389244E-2	3.726041605E-1
2.558000000E1	2.263713022E-2	3.737291385E-1
2.559000000E1	2.260181765E-2	3.694490225E-1
2.560000000E1	2.255721362E-2	3.743873836E-1
2.561000000E1	2.255760156E-2	3.529120075E-1
2.562000000E1	2.303076866E-2	3.585842705E-1
2.563000000E1	2.257040071E-2	3.437635111E-1
2.564000000E1	2.302018388E-2	3.304810329E-1
2.565000000E1	2.346502482E-2	3.499807873E-1
2.566000000E1	2.333351871E-2	3.632773944E-1
2.567000000E1	2.344190746E-2	3.419323058E-1
2.568000000E1	2.365818217E-2	3.072210136E-1
2.569000000E1	2.410699315E-2	3.049152363E-1
2.570000000E1	2.460140091E-2	3.147184736E-1
2.571000000E1	2.464926949E-2	3.179481536E-1
2.572000000E1	2.480600142E-2	3.123353172E-1
2.573000000E1	2.503427083E-2	2.802026070E-1
2.574000000E1	2.534291816E-2	2.794073764E-1
2.575000000E1	2.571291283E-2	2.991021956E-1
2.576000000E1	2.579581675E-2	2.991363571E-1
2.577000000E1	2.595911785E-2	2.927304428E-1
2.578000000E1	2.614091531E-2	2.411908602E-1
2.579000000E1	2.680075376E-2	2.314023152E-1
2.580000000E1	2.699710560E-2	2.633161227E-1
2.581000000E1	2.707441610E-2	2.578882926E-1
2.582000000E1	2.753815604E-2	2.586618055E-1
2.583000000E1	2.749537668E-2	2.157883341E-1
2.584000000E1	2.794708079E-2	2.080745626E-1
2.585000000E1	2.811509150E-2	2.172067226E-1
2.586000000E1	2.828282260E-2	1.875200731E-1
2.587000000E1	2.837157777E-2	1.921898373E-1
2.588000000E1	2.833276707E-2	1.954900446E-1
2.589000000E1	2.837665507E-2	1.799147216E-1
2.590000000E1	2.877262455E-2	1.521736807E-1
2.591000000E1	2.895077846E-2	1.440036452E-1
2.592000000E1	2.929663408E-2	1.506196253E-1
2.593000000E1	2.942472264E-2	1.435191542E-1
2.594000000E1	2.943793626E-2	1.248237450E-1
2.595000000E1	2.947938601E-2	1.104447690E-1
2.596000000E1	2.978186149E-2	1.073829230E-1
2.597000000E1	2.963015124E-2	9.718296745E-2
2.598000000E1	2.962322194E-2	7.987158846E-2
2.599000000E1	2.980217643E-2	7.437526370E-2
2.600000000E1	2.995909959E-2	6.467955117E-2
2.601000000E1	2.956097353E-2	4.543448799E-2
2.602000000E1	2.950525247E-2	1.964373892E-2
2.603000000E1	2.949009322E-2	7.982973673E-3
2.604000000E1	2.942796615E-2	3.135049368E-3
2.605000000E1	2.943009411E-2	3.044381215E-3
2.606000000E1	2.939357755E-2	8.067419375E-3
2.607000000E1	2.933748352E-2	1.053222791E-2
2.608000000E1	2.930829202E-2	1.535118826E-2
2.609000000E1	2.930216927E-2	3.277290836E-2
2.610000000E1	2.927911959E-2	5.762119081E-2
2.611000000E1	2.930836817E-2	4.841535482E-2
2.612000000E1	2.924386793E-2	6.929047735E-2
2.613000000E1	2.928591256E-2	8.526441637E-2
2.614000000E1	2.916924658E-2	8.599759055E-2
2.615000000E1	2.924088361E-2	1.171400254E-1
2.616000000E1	2.922977025E-2	1.154700544E-1
2.617000000E1	2.918764104E-2	1.210564244E-1
2.618000000E1	2.878025320E-2	1.137607472E-1
2.619000000E1	2.867228060E-2	1.211020230E-1
2.620000000E1	2.829210334E-2	1.541692616E-1
2.621000000E1	2.810909540E-2	1.586993943E-1
2.622000000E1	2.797093150E-2	1.606680867E-1
2.623000000E1	2.785595465E-2	1.763971215E-1
2.624000000E1	2.748061886E-2	1.905302275E-1
2.625000000E1	2.789537768E-2	1.982091483E-1
2.626000000E1	2.757843192E-2	1.857429030E-1
2.627000000E1	2.713995588E-2	2.041639379E-1
2.628000000E1	2.706399309E-2	2.607496626E-1
2.629000000E1	2.687739909E-2	2.571508193E-1
2.630000000E1	2.662666821E-2	2.470074245E-1
2.631000000E1	2.650619516E-2	2.314285843E-1
2.632000000E1	2.586307890E-2	2.249879337E-1
2.633000000E1	2.568959374E-2	2.549012467E-1
2.634000000E1	2.558075890E-2	2.813063020E-1
2.635000000E1	2.546842237E-2	2.793496147E-1
2.636000000E1	2.482449244E-2	2.704723025E-1
2.637000000E1	2.452101083E-2	2.863281967E-1
2.638000000E1	2.441375661E-2	2.947381200E-1
2.639000000E1	2.445599921E-2	2.989113868E-1
2.640000000E1	2.436733102E-2	3.019174119E-1
2.641000000E1	2.423326912E-2	2.887276837E-1
2.642000000E1	2.391037631E-2	2.981983104E-1
2.643000000E1	2.345136577E-2	3.147799029E-1
2.644000000E1	2.337627930E-2	3.124488455E-1
2.645000000E1	2.335694100E-2	3.152489860E-1
2.646000000E1	2.327313162E-2	3.161094634E-1
2.647000000E1	2.324559614E-2	3.244339936E-1
2.648000000E1	2.342181698E-2	3.414042951E-1
2.649000000E1	2.342143169E-2	3.404029998E-1
2.650000000E1	2.319688930E-2	3.143883036E-1
2.651000000E1	2.309763496E-2	3.093683345E-1
2.652000000E1	2.270244256E-2	3.239574537E-1
2.653000000E1	2.265296463E-2	3.480632841E-1
2.654000000E1	2.275555566E-2	3.511531525E-1
2.655000000E1	2.272665740E-2	3.231769254E-1
2.656000000E1	2.274367610E-2	3.178829161E-1
2.657000000E1	2.277759731E-2	3.345964633E-1
2.658000000E1	2.297048075E-2	3.530614186E-1
2.659000000E1	2.302599249E-2	3.364940833E-1
2.660000000E1	2.306274065E-2	3.156117911E-1
2.661000000E1	2.310180256E-2	3.202784149E-1
2.662000000E1	2.320446868E-2	3.171686774E-1
2.663000000E1	2.328570586E-2	3.273897102E-1
2.664000000E1	2.353940474E-2	3.407683867E-1
2.665000000E1	2.358469559E-2	3.226652605E-1
2.666000000E1	2.363924326E-2	3.061168979E-1
2.667000000E1	2.373156092E-2	3.069961384E-1
2.668000000E1	2.380368663E-2	3.037230916E-1
2.669000000E1	2.392463051E-2	2.957873495E-1
2.670000000E1	2.405874547E-2	2.954365639E-1
2.671000000E1	2.412171386E-2	2.988563080E-1
2.672000000E1	2.421501433E-2	2.981994573E-1
2.673000000E1	2.463277574E-2	3.013621977E-1
2.674000000E1	2.499663179E-2	2.979677742E-1
2.675000000E1	2.545761288E-2	2.854133318E-1
2.676000000E1	2.570837540E-2	2.577018112E-1
2.677000000E1	2.578424801E-2	2.435653987E-1
2.678000000E1	2.590987165E-2	2.563790562E-1
2.679000000E1	2.614160304E-2	2.437138119E-1
2.680000000E1	2.620654273E-2	2.382668195E-1
2.681000000E1	2.635709490E-2	2.661838743E-1
2.682000000E1	2.700588853E-2	2.422094646E-1
2.683000000E1	2.743314955E-2	2.148545989E-1
2.684000000E1	2.772742210E-2	2.173059294E-1
2.685000000E1	2.776702134E-2	1.875288806E-1
2.686000000E1	2.791773918E-2	1.824161441E-1
2.687000000E1	2.804215575E-2	2.082049595E-1
2.688000000E1	2.870151638E-2	1.967758931E-1
2.689000000E1	2.912739811E-2	1.663791668E-1
2.690000000E1	2.935538101E-2	1.560897834E-1
2.691000000E1	2.946491075E-2	1.461061266E-1
2.692000000E1	2.958864755E-2	1.436989983E-1
2.693000000E1	2.965103262E-2	1.417708555E-1
2.694000000E1	2.973203877E-2	1.295810036E-1
2.695000000E1	2.984282535E-2	1.198360674E-1
2.696000000E1	2.977245940E-2	1.067967784E-1
2.697000000E1	2.983414492E-2	1.048576342E-1
2.698000000E1	2.992954687E-2	9.076802437E-2
2.699000000E1	2.986331648E-2	7.607081834E-2
2.700000000E1	2.996940085E-2	6.561400971E-2
2.701000000E1	2.987847569E-2	6.436372458E-2
2.702000000E1	2.998139735E-2	6.538922354E-2
2.703000000E1	2.986911104E-2	3.395802166E-2
2.704000000E1	2.983840039E-2	2.186162853E-2
2.705000000E1	2.983332617E-2	3.364614803E-2
2.706000000E1	2.986315729E-2	4.050065282E-2
2.707000000E1	2.984505388E-2	2.442535588E-2
2.708000000E1	2.980955941E-2	7.894179008E-3
2.709000000E1	2.979624540E-2	3.051570656E-3
2.710000000E1	2.976369094E-2	9.644144450E-3
2.711000000E1	2.975365979E-2	1.643866329E-2
2.712000000E1	2.972772464E-2	3.672053433E-2
2.713000000E1	2.965775670E-2	5.339816112E-2
2.714000000E1	2.970965726E-2	5.297173478E-2
2.715000000E1	2.971815349E-2	6.581032420E-2
2.716000000E1	2.964471149E-2	6.234098559E-2
2.717000000E1	2.968709135E-2	7.782651282E-2
2.718000000E1	2.960917587E-2	9.516130219E-2
2.719000000E1	2.962723756E-2	8.318231700E-2
2.720000000E1	2.956849016E-2	1.127373785E-1
2.721000000E1	2.945705935E-2	1.313157708E-1
2.722000000E1	2.934567059E-2	1.269574802E-1
2.723000000E1	2.918672049E-2	1.210633220E-1
2.724000000E1	2.936810015E-2	1.173862569E-1
2.725000000E1	2.920602578E-2	1.287502338E-1
2.726000000E1	2.905718187E-2	1.458899710E-1
2.727000000E1	2.892085420E-2	1.935286684E-1
2.728000000E1	2.819320146E-2	2.136562526E-1
2.729000000E1	2.799751414E-2	1.789671905E-1
2.730000000E1	2.784008971E-2	1.635978500E-1
2.731000000E1	2.775514349E-2	1.896256468E-1
2.732000000E1	2.746432354E-2	2.098135880E-1
2.733000000E1	2.740779864E-2	2.007217493E-1
2.734000000E1	2.728537088E-2	2.355185582E-1
2.735000000E1	2.662459432E-2	2.415136089E-1
2.736000000E1	2.624428877E-2	2.216397671E-1
2.737000000E1	2.599286827E-2	2.285484133E-1
2.738000000E1	2.596325436E-2	2.295317127E-1
2.739000000E1	2.580872813E-2	2.456806786E-1
2.740000000E1	2.555583602E-2	2.391526275E-1
2.741000000E1	2.556755744E-2	2.473926389E-1
2.742000000E1	2.536271408E-2	2.863325305E-1
2.743000000E1	2.481194413E-2	2.948796142E-1
2.744000000E1	2.422778731E-2	2.833457621E-1
2.745000000E1	2.403516936E-2	2.793913825E-1
2.746000000E1	2.387911335E-2	2.672621701E-1
2.747000000E1	2.390280709E-2	2.668325207E-1
2.748000000E1	2.372145231E-2	2.784368343E-1
2.749000000E1	2.363241729E-2	2.900082057E-1
2.750000000E1	2.354286830E-2	2.977964408E-1
2.751000000E1	2.338213934E-2	2.981116802E-1
2.752000000E1	2.330478704E-2	2.990046392E-1
2.753000000E1	2.321930804E-2	3.002320876E-1
2.754000000E1	2.311378834E-2	3.009965981E-1
2.755000000E1	2.303769331E-2	3.014517626E-1
2.756000000E1	2.298351470E-2	3.015281766E-1
2.757000000E1	2.294112674E-2	3.020320339E-1
2.758000000E1	2.294951821E-2	3.016573071E-1
2.759000000E1	2.296389128E-2	3.020195161E-1
2.760000000E1	2.292964764E-2	3.024346198E-1
2.761000000E1	2.287375525E-2	3.006110338E-1
2.762000000E1	2.279179850E-2	2.993106279E-1
2.763000000E1	2.273581945E-2	2.991172426E-1
2.764000000E1	2.267477180E-2	3.008641759E-1
2.765000000E1	2.262373629E-2	3.019161122E-1
2.766000000E1	2.259248555E-2	2.990845330E-1
2.767000000E1	2.252337944E-2	2.973815527E-1
2.768000000E1	2.247802422E-2	2.999415776E-1
2.769000000E1	2.253625640E-2	2.999766964E-1
2.770000000E1	2.243282593E-2	2.968404936E-1
2.771000000E1	2.240140767E-2	2.923340722E-1
2.772000000E1	2.230237871E-2	2.960888966E-1
2.773000000E1	2.228214918E-2	2.937836112E-1
2.774000000E1	2.220724874E-2	2.766000014E-1
2.775000000E1	2.223961157E-2	2.507285950E-1
2.776000000E1	2.290761446E-2	2.546712573E-1
2.777000000E1	2.314360829E-2	2.692432347E-1
2.778000000E1	2.318221065E-2	2.462518239E-1
2.779000000E1	2.337474372E-2	2.432842972E-1
2.780000000E1	2.329569569E-2	2.510113775E-1
2.781000000E1	2.328557446E-2	2.430568283E-1
2.782000000E1	2.356786458E-2	2.417470856E-1
2.783000000E1	2.344487513E-2	2.148080937E-1
2.784000000E1	2.395558608E-2	1.981180350E-1
2.785000000E1	2.428013583E-2	2.136318585E-1
2.786000000E1	2.424891577E-2	2.081097812E-1
2.787000000E1	2.443455638E-2	2.027045459E-1
2.788000000E1	2.442710973E-2	2.110975908E-1
2.789000000E1	2.457934665E-2	1.817830458E-1
2.790000000E1	2.496881289E-2	1.614161440E-1
2.791000000E1	2.549122692E-2	1.565269365E-1
2.792000000E1	2.551690983E-2	1.531918735E-1
2.793000000E1	2.562301782E-2	1.528899370E-1
2.794000000E1	2.567164907E-2	1.464511587E-1
2.795000000E1	2.578345706E-2	1.394716688E-1
2.796000000E1	2.574581131E-2	1.331217177E-1
2.797000000E1	2.605988733E-2	1.105504498E-1
2.798000000E1	2.637065413E-2	1.077697928E-1
2.799000000E1	2.673946916E-2	1.236723475E-1
2.800000000E1	2.676422594E-2	9.946349099E-2
2.801000000E1	2.688554498E-2	8.146630122E-2
2.802000000E1	2.685444808E-2	6.267926029E-2
2.803000000E1	2.693516565E-2	6.758080996E-2
2.804000000E1	2.685442745E-2	6.445090622E-2
2.805000000E1	2.690556380E-2	4.355645877E-2
2.806000000E1	2.702336495E-2	5.184835817E-2
2.807000000E1	2.686065698E-2	3.944468507E-2
2.808000000E1	2.685241463E-2	1.649819655E-2
2.809000000E1	2.684006028E-2	6.595098431E-3
2.810000000E1	2.685084660E-2	3.554979668E-3
2.811000000E1	2.682573032E-2	3.375690315E-3
2.812000000E1	2.680237859E-2	3.781148398E-3
2.813000000E1	2.678433174E-2	5.535285075E-3
2.814000000E1	2.677448388E-2	1.027925401E-2
2.815000000E1	2.674890053E-2	2.820085864E-2
2.816000000E1	2.673811867E-2	4.903770018E-2
2.817000000E1	2.680084829E-2	4.555973265E-2
2.818000000E1	2.675051541E-2	5.087696038E-2
2.819000000E1	2.670719837E-2	6.908330075E-2
2.820000000E1	2.678758264E-2	6.649569115E-2
2.821000000E1	2.670564878E-2	7.488034289E-2
2.822000000E1	2.678279788E-2	1.020385281E-1
2.823000000E1	2.681156722E-2	1.053125184E-1
2.824000000E1	2.672006315E-2	1.087334106E-1
2.825000000E1	2.663574723E-2	1.265175896E-1
2.826000000E1	2.660363568E-2	1.325695242E-1
2.827000000E1	2.666004851E-2	1.349214545E-1
2.828000000E1	2.665455459E-2	1.482042754E-1
2.829000000E1	2.640864698E-2	1.540841536E-1
2.830000000E1	2.633102943E-2	1.516342660E-1
2.831000000E1	2.648368225E-2	1.292633811E-1
2.832000000E1	2.623441800E-2	1.444297524E-1
2.833000000E1	2.580210609E-2	1.822881211E-1
2.834000000E1	2.563905865E-2	1.899464983E-1
2.835000000E1	2.541338541E-2	1.915131224E-1
2.836000000E1	2.553416193E-2	2.027455879E-1
2.837000000E1	2.547053460E-2	1.950327703E-1
2.838000000E1	2.494108379E-2	1.885274027E-1
2.839000000E1	2.461432317E-2	2.146339888E-1
2.840000000E1	2.456027682E-2	2.140453881E-1
2.841000000E1	2.445096791E-2	2.213164613E-1
2.842000000E1	2.450294290E-2	2.321389414E-1
2.843000000E1	2.421037662E-2	2.313264007E-1
2.844000000E1	2.448500746E-2	2.306772505E-1
2.845000000E1	2.401007478E-2	2.268806198E-1
2.846000000E1	2.434027824E-2	2.115023713E-1
2.847000000E1	2.372237059E-2	2.290730141E-1
2.848000000E1	2.351154627E-2	2.714889226E-1
2.849000000E1	2.352314036E-2	2.483583009E-1
2.850000000E1	2.341935287E-2	2.424705170E-1
2.851000000E1	2.352194401E-2	2.759520147E-1
2.852000000E1	2.354593472E-2	2.805025680E-1
2.853000000E1	2.359168466E-2	2.563980570E-1
2.854000000E1	2.331198480E-2	2.526749900E-1
2.855000000E1	2.344733472E-2	2.724272668E-1
2.856000000E1	2.353795643E-2	2.832425060E-1
2.857000000E1	2.362153738E-2	2.805607022E-1
2.858000000E1	2.370576599E-2	2.905725901E-1
2.859000000E1	2.381942706E-2	2.795175357E-1
2.860000000E1	2.360750077E-2	2.505022074E-1
2.861000000E1	2.389247539E-2	2.684659874E-1
2.862000000E1	2.407985687E-2	2.827708168E-1
2.863000000E1	2.425875375E-2	2.848575077E-1
2.864000000E1	2.437577872E-2	2.750610228E-1
2.865000000E1	2.447614703E-2	2.567117758E-1
2.866000000E1	2.441168276E-2	2.594733407E-1
2.867000000E1	2.454743244E-2	2.781444140E-1
2.868000000E1	2.465079494E-2	2.862793084E-1
2.869000000E1	2.473252756E-2	2.644424391E-1
2.870000000E1	2.472591375E-2	2.390170386E-1
2.871000000E1	2.486567745E-2	2.593560988E-1
2.872000000E1	2.495694129E-2	2.567847262E-1
2.873000000E1	2.499040465E-2	2.341606052E-1
2.874000000E1	2.509618999E-2	2.545021900E-1
2.875000000E1	2.525687517E-2	2.458998532E-1
2.876000000E1	2.520156764E-2	2.320666093E-1
2.877000000E1	2.535006029E-2	2.260566144E-1
2.878000000E1	2.536464675E-2	2.253151747E-1
2.879000000E1	2.553187767E-2	2.272512710E-1
2.880000000E1	2.550789016E-2	2.214208875E-1
2.881000000E1	2.575109895E-2	2.095423574E-1
2.882000000E1	2.562255468E-2	2.145779033E-1
2.883000000E1	2.586304214E-2	2.176273263E-1
2.884000000E1	2.576547299E-2	1.895093397E-1
2.885000000E1	2.576235113E-2	1.963808188E-1
2.886000000E1	2.629060896E-2	2.017531045E-1
2.887000000E1	2.605495229E-2	1.831683286E-1
2.888000000E1	2.607006144E-2	1.659594458E-1
2.889000000E1	2.616420279E-2	2.066220293E-1
2.890000000E1	2.687712313E-2	2.111371384E-1
2.891000000E1	2.714167919E-2	1.637265803E-1
2.892000000E1	2.729338442E-2	1.566244183E-1
2.893000000E1	2.736838246E-2	1.511367615E-1
2.894000000E1	2.744676727E-2	1.480098498E-1
2.895000000E1	2.750621223E-2	1.450531388E-1
2.896000000E1	2.758084377E-2	1.401221760E-1
2.897000000E1	2.765240804E-2	1.348892470E-1
2.898000000E1	2.779587214E-2	1.110748270E-1
2.899000000E1	2.767567613E-2	9.486749881E-2
2.900000000E1	2.778902287E-2	1.087670350E-1
2.901000000E1	2.823278566E-2	8.613240030E-2
2.902000000E1	2.788262631E-2	8.485464039E-2
2.903000000E1	2.805559999E-2	7.952070000E-2
2.904000000E1	2.782946908E-2	7.070648752E-2
2.905000000E1	2.801698192E-2	6.383893071E-2
2.906000000E1	2.786028100E-2	3.695313563E-2
2.907000000E1	2.780256006E-2	5.477710865E-2
2.908000000E1	2.801936207E-2	5.476090010E-2
2.909000000E1	2.785666976E-2	2.688535774E-2
2.910000000E1	2.783912483E-2	1.063707771E-2
2.911000000E1	2.779521993E-2	3.038113522E-3
2.912000000E1	2.778825726E-2	2.516014096E-3
2.913000000E1	2.779124270E-2	3.597213825E-3
2.914000000E1	2.778039136E-2	4.445008312E-3
2.915000000E1	2.778324242E-2	5.957668894E-3
2.916000000E1	2.779233277E-2	8.251482229E-3
2.917000000E1	2.781169691E-2	1.810488313E-2
2.918000000E1	2.786171239E-2	4.522401602E-2
2.919000000E1	2.767984407E-2	5.591538682E-2
2.920000000E1	2.771882263E-2	3.517988620E-2
2.921000000E1	2.775009685E-2	6.124010235E-2
2.922000000E1	2.758734447E-2	6.955626976E-2
2.923000000E1	2.767846006E-2	7.198554211E-2
2.924000000E1	2.750897067E-2	7.755603267E-2
2.925000000E1	2.759405652E-2	8.277115495E-2
2.926000000E1	2.746466282E-2	9.812477391E-2
2.927000000E1	2.752973589E-2	8.665238600E-2
2.928000000E1	2.740833593E-2	1.051173277E-1
2.929000000E1	2.720238233E-2	1.170681441E-1
2.930000000E1	2.692839354E-2	1.246266243E-1
2.931000000E1	2.739711938E-2	1.217460184E-1
2.932000000E1	2.724421633E-2	1.233311800E-1
2.933000000E1	2.723693726E-2	1.418447784E-1
2.934000000E1	2.719392532E-2	1.454469454E-1
2.935000000E1	2.715998234E-2	1.475684189E-1
2.936000000E1	2.711758049E-2	1.517884277E-1
2.937000000E1	2.713916918E-2	1.537037369E-1
2.938000000E1	2.707821478E-2	1.612529258E-1
2.939000000E1	2.695999064E-2	1.703560796E-1
2.940000000E1	2.695012124E-2	2.114528134E-1
2.941000000E1	2.618524616E-2	2.115310228E-1
2.942000000E1	2.588384863E-2	1.673545559E-1
2.943000000E1	2.568005758E-2	2.049330590E-1
2.944000000E1	2.548199151E-2	2.104938508E-1
2.945000000E1	2.544627211E-2	1.787691317E-1
2.946000000E1	2.540243740E-2	2.129422155E-1
2.947000000E1	2.521585321E-2	2.175610626E-1
2.948000000E1	2.521421916E-2	1.879048803E-1
2.949000000E1	2.520681209E-2	2.120386701E-1
2.950000000E1	2.506082577E-2	2.169819480E-1
2.951000000E1	2.506019740E-2	2.236576258E-1
2.952000000E1	2.489279693E-2	2.192527306E-1
2.953000000E1	2.498558015E-2	2.245359459E-1
2.954000000E1	2.484710286E-2	2.291959740E-1
2.955000000E1	2.490465662E-2	2.298273050E-1
2.956000000E1	2.475100951E-2	2.357940928E-1
2.957000000E1	2.479653481E-2	2.258587997E-1
2.958000000E1	2.465346242E-2	2.434714206E-1
2.959000000E1	2.450270394E-2	2.405621856E-1
2.960000000E1	2.466927334E-2	2.513224357E-1
2.961000000E1	2.454999951E-2	2.361077614E-1
2.962000000E1	2.459346402E-2	2.312531381E-1
2.963000000E1	2.452433416E-2	2.543763165E-1
2.964000000E1	2.439829370E-2	2.327944636E-1
2.965000000E1	2.442459339E-2	2.443806693E-1
2.966000000E1	2.435150150E-2	2.749452576E-1
2.967000000E1	2.426030195E-2	2.362430822E-1
2.968000000E1	2.428505034E-2	2.345696994E-1
2.969000000E1	2.418520397E-2	2.506796711E-1
2.970000000E1	2.421940893E-2	2.292412706E-1
2.971000000E1	2.410962771E-2	2.461338438E-1
2.972000000E1	2.403060710E-2	2.375599100E-1
2.973000000E1	2.408342806E-2	2.377834017E-1
2.974000000E1	2.398764359E-2	2.335595204E-1
2.975000000E1	2.415278600E-2	2.253482752E-1
2.976000000E1	2.393155041E-2	2.259443722E-1
2.977000000E1	2.408313108E-2	2.282422692E-1
2.978000000E1	2.386614406E-2	2.298646824E-1
2.979000000E1	2.403562687E-2	2.235991131E-1
2.980000000E1	2.374364104E-2	2.136008514E-1
2.981000000E1	2.381680309E-2	2.094640144E-1
2.982000000E1	2.360439526E-2	2.156020559E-1
2.983000000E1	2.365231158E-2	1.990637504E-1
2.984000000E1	2.399420952E-2	2.025409065E-1
2.985000000E1	2.355821999E-2	2.003702455E-1
2.986000000E1	2.371571666E-2	1.877117814E-1
2.987000000E1	2.393211033E-2	1.560730310E-1
2.988000000E1	2.408329013E-2	1.465104291E-1
2.989000000E1	2.450828018E-2	1.646577940E-1
2.990000000E1	2.461798905E-2	1.572714289E-1
2.991000000E1	2.462678515E-2	1.468328998E-1
2.992000000E1	2.466918514E-2	1.446903549E-1
2.993000000E1	2.462141825E-2	1.493514944E-1
2.994000000E1	2.468901294E-2	1.452818748E-1
2.995000000E1	2.460023075E-2	1.410231850E-1
2.996000000E1	2.460611841E-2	1.423731932E-1
2.997000000E1	2.456871318E-2	1.377275857E-1
2.998000000E1	2.454793170E-2	1.260076242E-1
2.999000000E1	2.450741730E-2	1.157443003E-1
3.000000000E1	2.489843189E-2	1.027508979E-1
3.001000000E1	2.456965552E-2	1.045065697E-1
3.002000000E1	2.451992963E-2	9.992983053E-2
3.003000000E1	2.478837611E-2	8.442362045E-2
3.004000000E1	2.445673630E-2	7.716598124E-2
3.005000000E1	2.463429209E-2	7.290288247E-2
3.006000000E1	2.450691560E-2	5.942205334E-2
3.007000000E1	2.449511773E-2	4.390739016E-2
3.008000000E1	2.456274653E-2	4.969287651E-2
3.009000000E1	2.439051615E-2	4.447455956E-2
3.010000000E1	2.436418166E-2	2.985125149E-2
3.011000000E1	2.440284651E-2	2.980450862E-2
3.012000000E1	2.442513981E-2	2.131019013E-2
3.013000000E1	2.441725233E-2	7.694373229E-3
3.014000000E1	2.433602084E-2	2.151107832E-2
3.015000000E1	2.429719241E-2	1.674671959E-2
3.016000000E1	2.425571279E-2	1.258249290E-2
3.017000000E1	2.422456519E-2	1.067301396E-2
3.018000000E1	2.419897806E-2	9.788676641E-3
3.019000000E1	2.419695573E-2	1.556708493E-2
3.020000000E1	2.417614306E-2	3.948014336E-2
3.021000000E1	2.420996805E-2	5.682204613E-2
3.022000000E1	2.417953007E-2	3.793224957E-2
3.023000000E1	2.415748076E-2	5.755222523E-2
3.024000000E1	2.416000353E-2	7.078295662E-2
3.025000000E1	2.410827836E-2	7.026200750E-2
3.026000000E1	2.410490639E-2	7.742390595E-2
3.027000000E1	2.412683596E-2	8.335600092E-2
3.028000000E1	2.418022006E-2	8.859105223E-2
3.029000000E1	2.402900362E-2	9.224157793E-2
3.030000000E1	2.416320281E-2	1.151556591E-1
3.031000000E1	2.424386598E-2	1.039027501E-1
3.032000000E1	2.399356709E-2	9.706076520E-2
3.033000000E1	2.411413142E-2	1.184910500E-1
3.034000000E1	2.420112970E-2	1.313773473E-1
3.035000000E1	2.417902458E-2	1.390719479E-1
3.036000000E1	2.431417584E-2	1.412099777E-1
3.037000000E1	2.438313758E-2	1.516356942E-1
3.038000000E1	2.430628578E-2	1.609803344E-1
3.039000000E1	2.440772400E-2	1.508131164E-1
3.040000000E1	2.444721140E-2	1.530242827E-1
3.041000000E1	2.444838076E-2	1.563734671E-1
3.042000000E1	2.449778713E-2	1.580319070E-1
3.043000000E1	2.443280444E-2	1.584459958E-1
3.044000000E1	2.449282052E-2	1.623567442E-1
3.045000000E1	2.439526245E-2	1.695665024E-1
3.046000000E1	2.425024365E-2	1.801762008E-1
3.047000000E1	2.460801016E-2	1.940406398E-1
3.048000000E1	2.456763486E-2	1.886712509E-1
3.049000000E1	2.454966061E-2	1.774785466E-1
3.050000000E1	2.442811325E-2	1.994537076E-1
3.051000000E1	2.483904300E-2	2.093036892E-1
3.052000000E1	2.483570038E-2	1.898629368E-1
3.053000000E1	2.485805788E-2	2.037319496E-1
3.054000000E1	2.505179051E-2	2.077102701E-1
3.055000000E1	2.500699022E-2	2.010288393E-1
3.056000000E1	2.507592266E-2	2.113236107E-1
3.057000000E1	2.521096686E-2	2.027871538E-1
3.058000000E1	2.511580963E-2	2.167664880E-1
3.059000000E1	2.527671840E-2	2.201994135E-1
3.060000000E1	2.528131474E-2	2.141751396E-1
3.061000000E1	2.540529246E-2	2.203542134E-1
3.062000000E1	2.548144588E-2	2.196488583E-1
3.063000000E1	2.553377456E-2	2.299092913E-1
3.064000000E1	2.556048247E-2	2.075524561E-1
3.065000000E1	2.558770231E-2	2.137660420E-1
3.066000000E1	2.576141504E-2	2.172535139E-1
3.067000000E1	2.576289137E-2	2.169970948E-1
3.068000000E1	2.588468088E-2	2.178723671E-1
3.069000000E1	2.591065108E-2	1.965495589E-1
3.070000000E1	2.594075173E-2	2.163557838E-1
3.071000000E1	2.606111347E-2	2.004112985E-1
3.072000000E1	2.606271084E-2	2.069054375E-1
3.073000000E1	2.617529114E-2	2.207141163E-1
3.074000000E1	2.621128536E-2	2.133740788E-1
3.075000000E1	2.631270831E-2	2.198716407E-1
3.076000000E1	2.633235280E-2	1.892778357E-1
3.077000000E1	2.636468724E-2	2.002042729E-1
3.078000000E1	2.649616388E-2	2.170182280E-1
3.079000000E1	2.649784434E-2	1.846237463E-1
3.080000000E1	2.654241515E-2	1.808666721E-1
3.081000000E1	2.656129805E-2	1.874332782E-1
3.082000000E1	2.669631864E-2	1.927960707E-1
3.083000000E1	2.672107951E-2	1.840793665E-1
3.084000000E1	2.674130172E-2	1.590121915E-1
3.085000000E1	2.683556205E-2	1.692482265E-1
3.086000000E1	2.685122476E-2	1.576081952E-1
3.087000000E1	2.689486237E-2	1.418604438E-1
3.088000000E1	2.691861991E-2	1.526747923E-1
3.089000000E1	2.702253139E-2	1.440853418E-1
3.090000000E1	2.704202900E-2	1.408497622E-1
